,City,Lat,Lng,Country,Date,Max Temp(°F) ,Humidity(%),Cloudiness(%),Wind Speed(mph),Max Temp,Humidity,Cloudiness,Wind Speed
698,trelleborg,55.38,13.15,SE,1551656714,,,,,42.01,100.0,90.0,6.93
699,doembang nangbuat,14.85,100.1,TH,1551656748,,,,,81.0,81.0,0.0,9.22
700,zavetnoye,47.12,43.89,RU,1551656782,,,,,27.04,90.0,48.0,13.91
701,calafat,43.99,22.93,RO,1551656783,,,,,35.41,75.0,0.0,6.87
702,abidjan,5.32,-4.02,CI,1551654000,,,,,82.4,83.0,0.0,8.05
703,mao,19.55,-71.08,DO,1551656438,,,,,82.0,61.0,40.0,17.22
704,nueva helvecia,-34.28,-57.23,UY,1551656773,,,,,70.0,69.0,8.0,8.88
705,codrington,-28.95,153.24,AU,1551656764,,,,,80.6,73.0,92.0,5.19
706,kondinskoye,59.65,67.41,RU,1551656784,,,,,20.92,81.0,80.0,10.78
707,umea,63.83,20.26,SE,1551656706,,,,,15.8,85.0,0.0,3.36
708,santa josefa,7.99,126.03,PH,1551656785,,,,,73.88,93.0,24.0,3.29
709,kudat,6.89,116.84,MY,1551654000,,,,,78.8,88.0,75.0,3.36
710,gagino,54.27,39.54,RU,1551656647,,,,,28.99,74.0,88.0,3.0
712,jaisalmer,26.91,70.91,IN,1551656786,,,,,56.02,92.0,92.0,8.21
713,yongzhou,26.46,111.6,CN,1551656787,,,,,43.01,94.0,76.0,1.95
714,milkovo,41.53,24.68,BG,1551656284,,,,,46.99,100.0,75.0,2.24
715,annau,37.89,58.52,TM,1551654000,,,,,48.2,61.0,0.0,13.87
716,pokaran,26.93,71.92,IN,1551656788,,,,,57.19,94.0,92.0,8.21
717,ortigueira,43.68,-7.85,ES,1551656405,,,,,55.99,71.0,40.0,14.99
719,kudahuvadhoo,2.67,72.89,MV,1551656671,,,,,82.84,98.0,64.0,14.81
720,armeria,18.93,-103.97,MX,1551652800,,,,,82.4,69.0,5.0,11.41
721,otaru,43.18,140.99,JP,1551655823,,,,,37.0,99.0,75.0,5.82
722,tlazazalca,19.97,-102.06,MX,1551652860,,,,,78.8,47.0,5.0,6.93
723,aitape,-3.15,142.36,PG,1551656787,,,,,81.04,93.0,80.0,4.63
724,baruun-urt,46.68,113.28,MN,1551656505,,,,,18.67,45.0,44.0,7.2
726,ponnampet,12.15,75.93,IN,1551656791,,,,,69.52,90.0,48.0,3.62
728,galyugayevskaya,43.7,44.93,RU,1551656792,,,,,21.37,73.0,0.0,2.95
729,ayame,5.61,-3.16,CI,1551656792,,,,,79.96,89.0,0.0,7.54
731,senneterre,48.39,-77.24,CA,1551654000,,,,,12.2,56.0,75.0,4.7
732,gornja koprivna,45.01,15.95,BA,1551656793,,,,,42.65,49.0,44.0,4.85
733,ampanihy,-24.69,44.75,MG,1551656793,,,,,68.89,94.0,20.0,5.08
734,fougamou,-1.22,10.59,GA,1551656794,,,,,70.69,97.0,36.0,2.51
735,pueblo nuevo,23.99,-106.96,MX,1551656435,,,,,78.01,62.0,12.0,5.99
736,gigmoto,13.78,124.39,PH,1551656795,,,,,77.48,100.0,88.0,6.53
737,pavilosta,56.89,21.19,LV,1551655200,,,,,39.2,93.0,68.0,11.41
738,alausi,-2.2,-78.83,EC,1551656796,,,,,50.66,100.0,68.0,1.95
739,lady lake,28.92,-81.92,US,1551656781,,,,,82.4,42.0,1.0,10.29
740,boma,11.23,4.46,NG,1551656797,,,,,78.7,28.0,32.0,8.88
741,eisiskes,54.17,25,LT,1551656750,,,,,39.2,86.0,75.0,11.41
742,bar harbor,44.39,-68.2,US,1551656576,,,,,32.0,86.0,90.0,8.05
743,crawfordsville,40.04,-86.9,US,1551656790,,,,,26.01,73.0,90.0,13.87
744,coihaique,-45.58,-72.07,CL,1551654000,,,,,51.8,53.0,40.0,3.36
745,karlskrona,56.16,15.59,SE,1551655200,,,,,39.2,93.0,68.0,4.7
746,chipinge,-20.19,32.62,ZW,1551656799,,,,,69.25,97.0,8.0,2.95
747,carmen,7.2,124.8,PH,1551656791,,,,,78.61,79.0,64.0,3.51
748,cotonou,6.37,2.43,BJ,1551656800,,,,,80.36,77.0,0.0,6.76
749,lagdo,9.06,13.67,CM,1551656800,,,,,90.85,31.0,92.0,8.1
750,zharkent,44.17,80,KZ,1551656801,,,,,9.85,61.0,56.0,2.39
